year,id1,id2
2004,113,36896
2004,113,51385
2004,113,77679
2001,114,11236
2004,114,58451
2001,114,61513
2006,114,61832
2004,114,62041
2015,115,37378
2015,115,40541
2015,115,52806
2016,116,29337
2012,116,71624
2017,117,6299
2017,117,13303
2017,117,15122
2011,117,23101
2012,117,28321
2016,117,35623
2011,117,52967
2012,117,53598
2016,117,55556
2016,117,64917
2017,117,76352
2012,117,80020
1999,118,13798
1999,118,52710
2016,119,30132
2006,120,11530
2004,120,14825
2004,120,69420
2006,120,73850
2010,121,10805
2010,121,33224
2010,121,66949
2010,121,77644
2011,123,55110
2011,123,61744
2011,123,74961
2004,124,31227
2006,124,40370
2004,124,54088
2016,125,32371
1997,125,34466
2004,125,39931
1997,125,54649
1998,125,67401
2016,125,73496
2015,126,3810
2015,126,36948
2014,126,54172
2013,127,1270
2015,127,3164
2013,127,7832
2013,127,14591
2016,127,27717
2013,127,52156
2016,127,58750
2006,128,30235
2004,128,32384
2004,128,41043
2004,128,66409
2004,129,30422
2004,129,52853
2005,129,59089
2006,129,68787
2005,131,12411
2001,131,16065
2005,131,56149
2002,131,62820
2001,131,67007
2004,131,76015
2002,132,29603
2002,132,37769
2002,132,58661
2006,133,18927
2006,133,22568
2006,133,64586
2006,133,66517
1998,134,51768
2001,135,7551
2003,135,8952
2001,135,39269
2001,135,60294
2006,135,78459
2001,136,2737
2001,136,30024
2001,136,34437
2011,137,3820
2005,139,29981
2006,139,50625
2006,139,56203
2005,139,60152
2006,140,2127
2006,140,14789
2006,140,25291
2006,140,73386
2006,140,77574
2012,141,30809
2012,141,78810
2005,142,13449
2005,142,19234
2004,142,39000
2002,142,42829
2005,142,54173
2002,142,58064
2002,142,58538
2016,143,39341
2004,144,30197
1998,145,37478
2015,146,20687
2014,146,28148
2013,146,63022
2004,147,32127
2004,147,40567
2004,147,58366
2004,147,59290
2004,147,70142
1964,148,15305
2011,149,15404
2011,149,78207
2002,150,15282
2003,150,37279
2002,151,1715
1989,151,2384
1986,151,2467
1989,151,11998
1976,151,23909
1989,151,26990
1965,151,27342
1968,151,30046
2002,151,31456
1989,151,37999
1989,151,47407
1987,151,52735
1989,151,57103
1989,151,63315
1965,151,70833
2002,151,78437
2016,152,6933
2012,153,14508
2012,153,46653
2006,154,61995
2006,154,71835
2004,155,26660
2004,155,31713
2004,155,67316
2000,156,17727
2000,156,58718
2000,156,66802
2000,158,52313
2002,159,7988
2002,159,24134
2002,159,63089
2010,160,60086
2010,160,63465
2015,161,47525
2015,161,57028
2015,161,77565
2006,162,30991
2006,162,46976
2004,163,928
2004,163,24660
2006,163,76364
2000,164,3888
1998,164,59294
1998,164,63214
2001,165,29514
2012,166,61043
2004,167,28201
2004,167,35026
2004,167,60793
2004,167,71094
2004,167,76523
2004,168,275
2003,168,5302
2005,168,8498
2003,168,17728
2005,168,32752
2003,168,52163
2004,168,54666
2003,168,57868
1997,168,58405
2003,168,64926
2004,168,67893
1998,169,24968
1997,169,39934
1998,169,48620
1997,169,80266
2014,170,49655
2016,170,56722
2016,170,70841
2009,171,238
2009,171,41915
2001,172,2719
2002,172,26682
2001,172,27988
2001,172,38742
2001,172,47628
2001,172,49612
2014,173,57587
2014,173,61870
2004,174,15435
2004,174,16126
2004,174,29551
2004,174,68913
1998,175,2160
1998,175,35503
2002,176,3396
2005,176,5930
2004,176,7757
2005,176,13853
2004,176,21438
2003,176,30379
2005,176,53231
2005,176,64141
2005,176,65364
2005,176,80102
2006,177,29491
2006,177,65167
1998,179,73208
2003,179,73843
2003,179,76130
2006,180,846
2006,180,66508
2006,181,2120
2011,182,10041
2011,182,15445
2011,183,79072
2005,184,24487
2000,184,28258
2000,184,34989
2003,185,12297
2003,185,16036
1994,185,50380
2003,186,53091
2003,186,59590
2001,188,30784
2001,188,52587
2010,189,4210
1999,189,14647
2004,189,28003
2015,189,58483
2015,189,62903
1999,189,79666
2002,190,4554
1998,190,58961
1998,190,61208
2006,191,21668
2006,191,26702
1998,191,30812
2010,192,11201
2009,192,35361
2010,192,54319
2010,192,56629
2010,192,58460
2010,192,59139
2010,192,61220
2011,192,63096
2009,192,72619
2001,193,44739
2001,194,29061
2006,195,2380
2005,195,10169
2006,195,21915
2005,195,26425
2005,195,39388
2006,195,48734
2006,195,64068
2005,195,65346
2003,196,27255
2003,196,28315
2003,196,32929
2004,197,6511
2004,197,9845
2005,197,23350
1980,197,26484
1986,197,28273
2005,197,61856
1980,197,73879
1997,198,62355
2006,199,7094
2006,199,55219
2006,199,60412
2006,199,69710
2001,200,8157
2001,200,8906
2004,201,1501
2004,201,39141
2004,201,62631
2005,202,3406
2005,202,40516
2005,202,42791
2005,202,76122
2005,203,1381
2005,203,2206
2005,203,13302
2005,203,16166
2006,203,50050
2005,203,57450
2005,203,62335
2005,203,76300
2004,204,31340
2004,204,51963
2004,205,8736
2006,205,59727
2006,205,79897
2001,206,58746
2014,207,20599
2004,208,12212
2008,209,13837
1976,210,25173
2004,211,5139
2004,211,7857
2004,211,33306
2000,212,52313
2000,212,70047
2003,214,29464
2003,214,36156
2002,214,55755
2004,214,65263
1989,215,3575
1991,215,8680
1991,215,24330
2005,216,28760
2011,216,34243
2011,216,46455
2011,216,68918
2004,217,8419
2006,217,31462
2010,217,34432
2006,217,34964
2010,217,72132
2012,219,9462
2012,219,32535
2012,219,33435
2014,219,38412
2012,219,62071
2002,221,8494
2002,221,12693
2004,221,25908
2002,221,37211
2002,221,39962
2004,221,50013
2002,221,76239
1997,222,2239
1999,222,4008
1997,222,9433
2006,222,10646
2013,222,16825
1997,222,16967
2003,222,18463
1994,222,18571
1999,222,21228
1990,222,22707
1990,222,25646
2013,222,28959
2006,222,40776
1999,222,51227
1997,222,52784
2013,222,56912
2006,222,62202
2006,222,69761
2013,222,73985
2010,223,62936
2010,223,75533
2001,224,900
2012,225,32541
2004,225,35419
2012,225,51670
2012,225,57126
2012,225,66607
2006,225,73035
2006,226,2428
2003,226,5047
2003,226,13555
2001,226,16102
2002,226,23788
2006,226,25997
2006,226,34712
2006,226,38291
2006,226,71910
2006,226,76069
2006,228,15817
2006,228,22011
2006,228,27906
2006,228,31604
2006,228,34144
2006,228,40672
2006,228,46286
2006,228,47516
2006,228,52030
2006,228,63767
2006,228,70012
2006,228,72258
2012,229,19220
2012,229,54009
2016,230,2854
2016,230,26275
2016,230,27405
2015,230,30268
2004,231,3430
2004,231,14490
2003,232,21671
2003,232,78947
2004,233,11081
2004,233,49597
2013,234,25767
2013,234,34565
2013,234,55049
2006,235,508
2007,235,13258
2003,235,25998
2003,235,28175
2006,235,38982
2002,235,39732
2007,235,41573
2007,235,52722
2008,235,57243
2007,235,63716
2011,236,6349
2011,236,7241
2004,237,11105
2013,238,31254
2013,238,37988
2009,238,41915
2017,238,49168
2006,239,28459
2001,239,32868
2006,239,66798
2006,239,74442
2014,240,64712
2006,241,2761
2007,241,5973
2005,241,16004
2005,241,26221
2005,241,28731
2005,241,33450
2004,241,35150
2006,241,35649
2006,241,39239
2006,241,43943
2001,241,54089
2003,241,54800
2006,241,61004
2005,241,68076
2004,241,68583
2006,241,75281
2006,242,4269
2006,242,19003
2001,243,3103
2006,243,3679
2001,243,18300
2005,243,41504
2006,243,44288
2005,243,44469
2003,243,45496
2003,243,47419
2006,243,63766
2006,243,64595
2003,243,65279
2005,243,67063
2006,243,74799
2003,243,79268
2008,244,1135
2005,244,24423
2008,244,32996
2009,244,35784
2005,244,39454
2009,244,40774
2010,244,45400
2001,244,48573
2008,244,57845
2001,244,63848
2008,244,64763
2006,245,73354
2001,246,4211
1998,246,4321
2001,246,57979
1998,246,69253
2000,247,491
2002,247,10626
1998,247,29585
2004,247,30187
2000,247,39711
2004,247,62594
2004,247,71386
2005,248,16192
2005,248,41675
2016,248,45123
2005,248,54345
2006,248,58215
2006,248,79601
2012,249,9910
2012,249,16477
2012,249,32406
2012,249,78813
1999,250,3461
1999,250,53974
2006,252,8568
2005,252,28426
2005,252,30909
2005,252,72862
2006,252,76236
2005,253,52742
2000,254,5280
2006,254,66019
2004,255,10709
2004,255,67760
2004,256,1916
2005,256,3637
2004,256,51046
2005,256,60164
2005,256,62426
2016,257,57440
2014,258,14036
2012,258,52126
2014,258,67877
2005,259,3052
2014,259,5974
2007,259,11250
2006,259,15092
2005,259,17884
2014,259,21594
2005,259,25965
2006,259,40903
2005,259,45365
2006,259,54051
1962,260,30055
1962,260,62499
2006,261,9892
2002,261,53957
2002,261,55351
2002,261,55921
2002,261,57925
2006,262,608
2002,262,31485
2006,262,79628
2005,263,16206
2016,263,33133
2005,263,34639
2005,263,58499
2000,264,10695
2004,264,26697
2004,264,31246
2006,264,40157
2004,264,67324
1998,264,77711
2003,269,31636
2016,270,26555
2016,270,37943
2003,270,38990
2006,270,62670
2013,270,70747
2006,270,73021
2004,271,1923
2007,272,26855
2007,272,43088
2006,273,9228
2006,273,53336
2000,274,25749
2000,274,39376
2000,274,53121
2005,275,8498
2004,275,20720
2004,275,54666
2005,276,1614
1979,277,6666
2002,278,27953
2005,278,40083
1998,279,36694
1998,279,72081
2004,280,5971
2008,280,8697
2006,280,47011
2008,280,55755
2006,280,72223
2013,281,61056
2011,282,3227
2008,282,9597
2014,282,11303
2009,282,13333
2013,282,18822
2008,282,19684
2007,282,25737
2014,282,33047
2013,282,44872
2014,282,56250
2011,282,56345
2016,282,58116
2011,282,59334
2014,282,65144
2011,282,66739
2007,282,66819
2011,282,80141
2015,283,47387
2015,283,56811
2015,283,70197
2012,284,6815
2012,284,8232
2015,284,23711
1998,285,26600
1998,285,62280
2005,286,15142
2005,286,56101
2006,287,77194
2004,288,35831
2005,288,62080
2004,288,64789
2004,288,70575
2005,288,80150
2016,289,11214
2012,289,43767
2012,290,36301
2004,291,4353
2004,291,63722
2006,292,19822
2006,292,59083
2006,292,59769
2006,293,11523
2002,293,11827
2002,293,23667
2004,293,29343
2002,293,52188
2006,293,71793
2006,294,11348
2006,294,15244
2006,294,21745
1998,295,6675
1998,295,7538
1998,295,14665
2003,295,17197
2006,295,21952
2003,295,28229
1998,295,32617
1998,295,38553
2006,295,38609
1998,295,41598
1998,295,53280
1998,295,53583
1998,295,61506
2006,295,62358
2006,295,62523
1998,295,65290
2002,296,36082
2015,298,8038
2005,298,8177
2015,298,12878
2015,298,44789
2015,298,51649
2005,298,67192
2005,299,13080
2006,299,24324
2006,299,32358
2006,299,43324
2006,299,66905
2005,299,73016
2007,300,1990
2002,300,2042
2002,300,2941
2009,300,12245
2004,300,16607
2004,300,18705
2002,300,61185
2006,300,65427
2004,300,74242
2016,301,17287
2016,301,37468
2004,302,18054
2004,302,42262
2005,302,50089
2004,302,58231
2013,303,1139
2013,303,6322
2001,303,15165
1997,303,17952
2013,303,19949
1997,303,41455
1987,303,53174
1997,303,53340
1988,303,54317
2002,304,11352
2002,304,49333
2012,305,45626
2012,306,59298
2012,306,64323
2006,307,70779
2006,308,17049
2006,308,44694
1999,309,4144
2004,309,11720
2004,309,17306
1999,309,26031
1992,309,27856
2004,309,36038
1992,309,46365
1994,309,49713
1992,309,54814
2006,309,60282
1970,310,76441
2003,311,31681
2003,311,46481
2003,311,53453
2003,311,59649
2003,311,80202
2015,312,49996
2014,312,53221
2014,312,69922
2007,313,16426
2009,313,51217
1999,314,1118
1999,314,39830
1999,314,55641
2006,315,19565
2003,316,9534
1999,316,21433
2004,316,22053
2004,316,27034
2003,316,61798
2004,317,43030
2003,318,27844
2002,319,32736
2012,320,5565
2012,320,11654
2012,320,11706
2012,320,15024
2012,320,45638
2000,321,1556
2002,321,5806
2002,321,49578
2002,322,7434
2002,322,30706
2004,322,34253
2004,322,37706
2004,322,56834
2006,322,58177
2006,322,58732
2006,322,67539
2006,322,74927
2005,323,52053
2014,324,36821
2005,325,30456
2005,325,65818
2014,326,28135
2014,326,58972
2005,327,4911
2005,327,22001
2005,327,30026
2005,327,40038
2005,327,41664
2005,327,61761
1979,328,9164
2011,329,4703
2016,329,16010
2016,329,16445
2016,329,31977
2016,329,36298
2016,329,41868
2011,329,52431
2016,329,63760
2016,329,71077
2016,329,71821
2016,329,78927
2016,329,80118
2004,330,3464
2004,330,12606
2004,330,58132
2006,331,12833
2008,331,26495
2003,331,28094
2003,331,30675
2006,331,41050
2002,331,44123
2002,331,50577
2005,331,61229
1998,332,2014
1998,332,45511
2004,333,1500
2014,333,7113
2005,333,9673
2012,333,15906
2004,333,16555
2004,333,17447
2006,333,29616
2006,333,30040
2006,333,30808
2012,333,40095
2012,333,40494
2014,333,54411
2006,333,75958
2012,333,78292
1998,334,36979
1998,334,42733
1998,334,52797
1998,334,69703
2002,335,27446
2002,335,43807
2002,335,53438
2002,335,68477
2002,335,71594
2006,336,14213
2014,336,18859
2006,336,23530
2005,337,8303
2006,337,10126
2005,337,10286
2002,337,16327
2002,337,27495
2005,337,32103
2005,337,59332
2002,337,60950
2006,337,61272
2005,337,69231
2006,337,70761
2005,337,72284
1989,338,1527
1989,338,34269
2009,339,7173
2009,339,16769
1998,339,25498
2005,339,26495
2006,339,62045
2005,339,77326
1998,340,20891
2005,341,11725
2000,341,29784
2000,341,32854
2013,341,33329
2009,341,42782
2000,341,57432
2003,341,62362
2003,341,63238
2005,341,65905
2001,341,67711
2004,342,2546
2002,342,4154
2006,342,4835
2003,342,15970
2003,342,17133
1999,342,31019
2002,342,47957
2005,342,65953
2004,342,72974
2002,342,74918
2006,343,21464
2006,343,23463
2006,343,24352
2006,344,12861
1994,345,63855
2005,346,7023
2005,346,11866
2006,346,15315
2006,346,24821
2002,346,43104
2006,346,43986
2005,346,45402
2006,346,71024
2002,346,73831
2002,346,78382
2005,346,79068
1980,347,43533
2011,347,61915
1980,347,79137
2009,348,780
2009,348,3018
2009,348,3118
2009,348,27249
2009,348,35115
2009,348,35934
2009,348,39235
2009,348,53748
2009,348,53839
2009,348,57387
2009,348,58982
2009,348,63104
2009,348,65347
2009,348,72854
2009,348,74708
2006,349,46567
2015,351,7121
2012,351,11129
2014,351,32735
2012,351,34981
2014,351,40309
2014,351,42587
2014,351,52325
2012,351,53674
2012,351,67067
2014,351,73864
2006,352,11967
2006,352,19313
2006,352,23274
2006,352,28416
2006,352,62980
2003,353,607
2002,353,67115
1999,354,49317
2001,355,52824
2001,355,78281
2015,356,26489
2015,356,38000
2001,357,833
2006,357,2321
2001,357,4089
2002,357,4632
2001,357,5264
2002,357,25910
2002,357,33468
2004,357,40794
2004,357,57432
2006,357,64840
2004,357,65905
2012,358,8481
2014,358,22497
2012,358,57145
2016,358,63203
2006,359,9246
1999,360,3004
2011,360,10050
2002,360,11820
2001,361,12967
1993,361,27916
2010,361,33059
2010,361,41139
2001,361,48003
2010,361,52529
2010,361,56838
2010,361,62552
1999,362,655
2003,362,1598
2002,362,2480
2005,362,3122
2002,362,9718
2002,362,35619
2006,362,45775
2005,362,50855
2002,362,57025
2010,362,58456
2003,362,61591
2010,362,64539
2002,363,47607
2005,363,48020
2002,363,61008
2005,364,18812
2002,365,14223
2002,365,29320
2006,365,57442
2002,365,60213
2002,365,66835
2004,366,27765
2004,366,55904
2005,366,70318
2011,367,15822
2009,367,25081
2006,367,35276
2006,367,45042
2011,367,48075
2006,367,54727
2011,367,65954
2011,367,69053
2004,368,5041
2006,368,7125
2002,368,30500
2006,368,39419
2006,368,43209
2005,368,56050
2004,368,56936
2005,370,1182
2006,370,23907
2006,370,57564
2005,370,62421
2006,370,73160
2005,370,77937
2008,372,7886
2008,372,45724
2008,372,52256
2006,373,491
2006,373,36618
2006,373,61942
2003,374,865
2003,374,26889
2000,374,30708
2003,374,40961
2003,374,42894
2003,374,43651
2001,374,56137
2003,374,59867
2003,374,63887
2006,375,32684
2006,376,77456
2000,377,2924
2015,379,3537
2015,379,5112
1995,380,26463
2010,380,66739
2014,380,78327
2002,381,3510
2002,381,8726
2015,382,6197
2012,382,33883
2012,382,37624
2016,382,52745
2001,384,37974
2004,385,65827
1998,387,15484
1998,387,48610
2003,388,3329
1997,388,7265
1997,388,9102
1996,388,17491
2003,388,49620
1996,388,55766
2003,390,6861
2004,390,8622
2004,390,58983
2004,390,59938
2003,390,79503
1998,391,18625
2014,392,10042
2014,392,18619
2014,392,39903
2014,392,47861
2014,392,60125
2014,392,78127
2006,393,27186
2006,393,55208
2006,393,64871
2006,393,67542
2002,394,5232
2002,394,8209
2006,394,16579
2002,394,32196
2006,394,36306
2002,394,55424
1999,395,2292
1999,395,24396
1999,395,33871
1999,395,39138
1999,395,47055
1999,395,49283
1999,395,62364
1999,395,64847
2004,396,11431
2004,396,18106
2006,396,20073
2004,396,32937
2004,396,36015
2004,396,69149
2004,396,74226
2014,397,13061
2014,397,37321
2010,398,3220
2006,398,15011
2016,398,16180
2010,398,18515
2016,398,22116
1998,398,29042
1998,398,30447
2016,398,35623
1998,398,53835
2010,398,59124
2004,399,4801
1999,399,18366
2004,399,27385
2004,399,68896
2002,400,15719
2006,400,26973
2005,401,2006
2004,402,32323
2004,402,56086
2004,402,61549
2004,404,65574
2004,404,79932
1994,405,51758
2004,406,670
2005,406,6207
2000,406,10790
2000,406,28037
2005,406,28434
2005,406,32366
2005,406,34612
2005,406,38808
2005,406,46981
2005,406,60211
2005,406,73723
2000,406,75074
2005,407,1096
2005,407,58367
2004,408,795
2004,408,11642
2004,408,17043
2004,408,26192
2004,408,35532
2004,408,42728
2004,408,44595
2004,408,50590
2003,409,582
2006,409,4582
2006,409,29233
2002,409,32471
2011,410,35582
2011,410,78121
2005,411,14840
2007,411,29818
2004,411,30833
2007,411,52036
2005,411,79543
2004,412,29797
2006,412,37311
2004,412,69191
2004,412,77360
1997,413,33420
1997,413,38621
2003,414,1040
2016,414,11066
2000,414,25778
2016,414,26248
2016,414,27293
2000,414,29215
2000,414,35407
2016,414,35908
2000,414,37602
2004,414,46135
2003,414,46241
2006,414,52476
2000,414,55108
2006,414,55730
2011,414,57948
1999,414,58565
2000,414,59820
2008,414,67254
2000,414,68176
2016,414,68401
2000,414,71581
1999,415,10486
2012,416,14375
2012,416,31828
2012,416,40142
2014,416,53170
2005,417,36273
2001,418,1060
2006,418,13216
2001,418,28151
2006,418,57245
1988,419,64887
2012,420,6665
2012,420,11365
2012,420,17158
2015,420,32869
2012,420,33278
2015,420,35990
2004,420,38290
2013,420,39739
2011,420,50503
2004,420,53898
2011,420,60445
2011,420,69752
2001,421,26690
2001,421,63539
2005,422,7440
2004,422,8061
2005,422,16039
2005,422,38611
2003,422,51717
2003,422,55702
2003,422,58066
2005,422,59344
2003,422,66016
2012,423,6419
2012,423,16103
2012,423,59043
1987,424,6319
1987,424,15109
2006,424,22856
2006,424,27852
2002,424,37074
2002,424,43178
1987,424,46380
2006,424,47408
2006,424,58659
2006,424,63520
2002,424,66776
2006,424,72273
1994,425,52794
2003,427,7800
2004,427,40048
2004,427,48891
2003,427,58809
2003,427,63184
2012,429,7846
2016,429,8032
2011,429,27161
2015,429,31487
2014,429,56006
2011,429,68928
2003,430,2821
2006,431,12398
2006,431,13547
2005,431,16141
1998,431,16261
1998,431,33343
2006,431,39161
2005,431,72801
1999,432,1968
1999,432,34434
2015,432,42499
1999,432,50758
2015,432,57440
2015,432,69211
1994,433,1184
1994,433,6523
1994,433,15279
2006,435,31343
2006,435,61188
2006,435,65942
2005,436,37867
2004,437,34189
2016,438,64800
2004,439,19990
2002,439,42531
2004,439,54907
2002,439,77406
2004,440,41241
2004,440,78201
2001,442,637
2008,443,57397
2008,443,79931
2004,444,6120
2004,444,6912
2004,444,48400
2004,444,60952
2004,444,71761
2003,445,14177
2004,445,26710
2013,446,33968
2004,448,3424
2004,448,21320
2004,448,49183
2007,448,50309
2007,448,58480
2003,449,3128
2005,449,8718
2000,449,28556
2005,449,34440
2005,449,71847
1999,451,13745
2002,451,18442
1999,451,33741
1999,451,44801
1999,451,62791
1998,452,48004
1989,453,45640
2006,454,23327
2006,454,25531
2006,454,57206
2000,456,7527
2000,456,35428
2015,457,1270
2014,457,3164
2016,457,14591
2015,457,66663
2012,459,59484
2003,460,6946
2006,460,9834
2012,460,12277
2003,460,26646
2001,460,27910
2001,460,28688
2003,460,33591
2016,460,35684
2006,460,53459
2003,460,53533
2006,460,54085
2012,460,59040
2003,460,72926
2003,460,80254
2006,461,9097
2006,461,24385
2006,461,35084
2010,462,11978
2014,462,28302
2014,462,37673
2014,462,55131
2015,463,33161
2015,463,37096
2015,463,54948
2000,464,5437
2005,464,15447
2000,464,24056
2005,464,43341
1997,464,56049
1997,464,76180
2016,465,2271
2016,465,55617
2001,466,1553
2001,467,26692
2015,468,27672
2015,468,34702
2015,468,54144
2015,468,74287
2006,469,62616
2006,470,36561
2006,470,62325
2006,470,71942
2006,470,73007
2002,471,54149
2014,472,61688
2015,473,1748
2015,473,8366
2015,473,25818
2012,473,32634
2015,473,37426
2014,473,42113
2016,473,50603
2014,473,54306
2012,473,58683
2016,473,68074
2012,473,76086
2012,473,76142
2004,474,9546
2004,474,10023
2004,474,16675
2006,474,19800
2006,474,31710
2004,474,48381
2003,475,38233
2003,475,41637
2003,475,46770
2003,475,64895
2003,475,77307
2009,476,72981
2016,477,6619
2016,477,37567
2016,477,58469
2001,478,53823
1996,479,510
1978,479,11117
2006,479,13908
1978,479,27591
2001,479,52733
2006,480,33959
2006,480,51868
2006,480,58536
2006,480,76307
2000,482,9547
2010,483,2954
2015,483,7068
2013,483,18977
